"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Age,Sex,"Country of Asylum"
2770,Albania,AL,5,2018,"From 14 to 15 years",Females,"European Union - 28 countries (2013-2020)"
2771,Albania,AL,5,2019,"From 14 to 15 years",Females,"European Union - 28 countries (2013-2020)"
2772,Albania,AL,5,2015,"From 14 to 15 years",Females,Netherlands
2773,Albania,AL,5,2012,"From 14 to 15 years",Females,Total
2774,Albania,AL,5,2013,"From 14 to 15 years",Females,Total
2775,Albania,AL,20,2015,"From 14 to 15 years",Females,Total
2776,Albania,AL,15,2016,"From 14 to 15 years",Females,Total
2777,Albania,AL,10,2017,"From 14 to 15 years",Females,Total
2778,Albania,AL,5,2018,"From 14 to 15 years",Females,Total
2779,Albania,AL,5,2019,"From 14 to 15 years",Females,Total
2780,Albania,AL,5,2012,"From 14 to 15 years",Females,"United Kingdom"
2781,Albania,AL,5,2013,"From 14 to 15 years",Females,"United Kingdom"
2782,Albania,AL,5,2015,"From 14 to 15 years",Females,"United Kingdom"
2783,Albania,AL,5,2016,"From 14 to 15 years",Females,"United Kingdom"
2784,Albania,AL,5,2017,"From 14 to 15 years",Females,"United Kingdom"
2785,Albania,AL,5,2018,"From 14 to 15 years",Females,"United Kingdom"
2786,Albania,AL,5,2019,"From 14 to 15 years",Females,"United Kingdom"
2787,Albania,AL,5,2013,"From 16 to 17 years",Females,Belgium
2788,Albania,AL,5,2014,"From 16 to 17 years",Females,Belgium
2789,Albania,AL,5,2016,"From 16 to 17 years",Females,Belgium
2790,Albania,AL,5,2017,"From 16 to 17 years",Females,Belgium
2791,Albania,AL,15,2015,"From 16 to 17 years",Females,"Germany (until 1990 former territory of the FRG)"
2792,Albania,AL,5,2017,"From 16 to 17 years",Females,Greece
2793,Albania,AL,5,2018,"From 16 to 17 years",Females,Greece
2794,Albania,AL,5,2019,"From 16 to 17 years",Females,Greece
2795,Albania,AL,5,2012,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2796,Albania,AL,10,2013,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2797,Albania,AL,15,2014,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2798,Albania,AL,30,2015,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2799,Albania,AL,15,2016,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2800,Albania,AL,35,2017,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2801,Albania,AL,20,2018,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2802,Albania,AL,5,2019,"From 16 to 17 years",Females,"European Union - 27 countries (from 2020)"
2803,Albania,AL,5,2010,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2804,Albania,AL,15,2011,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2805,Albania,AL,15,2012,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2806,Albania,AL,30,2013,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2807,Albania,AL,50,2014,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2808,Albania,AL,60,2015,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2809,Albania,AL,35,2016,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2810,Albania,AL,50,2017,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2811,Albania,AL,30,2018,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2812,Albania,AL,15,2019,"From 16 to 17 years",Females,"European Union - 28 countries (2013-2020)"
2813,Albania,AL,5,2013,"From 16 to 17 years",Females,France
2814,Albania,AL,5,2016,"From 16 to 17 years",Females,France
2815,Albania,AL,15,2017,"From 16 to 17 years",Females,France
2816,Albania,AL,5,2018,"From 16 to 17 years",Females,France
2817,Albania,AL,5,2012,"From 16 to 17 years",Females,Sweden
2818,Albania,AL,5,2015,"From 16 to 17 years",Females,Sweden
2819,Albania,AL,5,2017,"From 16 to 17 years",Females,Sweden
2820,Albania,AL,5,2010,"From 16 to 17 years",Females,Total
2821,Albania,AL,15,2011,"From 16 to 17 years",Females,Total
2822,Albania,AL,15,2012,"From 16 to 17 years",Females,Total
2823,Albania,AL,30,2013,"From 16 to 17 years",Females,Total
2824,Albania,AL,50,2014,"From 16 to 17 years",Females,Total
2825,Albania,AL,60,2015,"From 16 to 17 years",Females,Total
2826,Albania,AL,35,2016,"From 16 to 17 years",Females,Total
2827,Albania,AL,50,2017,"From 16 to 17 years",Females,Total
2828,Albania,AL,30,2018,"From 16 to 17 years",Females,Total
2829,Albania,AL,15,2019,"From 16 to 17 years",Females,Total
2830,Albania,AL,5,2010,"From 16 to 17 years",Females,"United Kingdom"
2831,Albania,AL,15,2011,"From 16 to 17 years",Females,"United Kingdom"
2832,Albania,AL,10,2012,"From 16 to 17 years",Females,"United Kingdom"
2833,Albania,AL,20,2013,"From 16 to 17 years",Females,"United Kingdom"
2834,Albania,AL,35,2014,"From 16 to 17 years",Females,"United Kingdom"
2835,Albania,AL,30,2015,"From 16 to 17 years",Females,"United Kingdom"
2836,Albania,AL,20,2016,"From 16 to 17 years",Females,"United Kingdom"
2837,Albania,AL,15,2017,"From 16 to 17 years",Females,"United Kingdom"
2838,Albania,AL,10,2018,"From 16 to 17 years",Females,"United Kingdom"
2839,Albania,AL,10,2019,"From 16 to 17 years",Females,"United Kingdom"
2840,Albania,AL,10,2015,"Less than 14 years",Females,"European Union - 27 countries (from 2020)"
2841,Albania,AL,5,2016,"Less than 14 years",Females,"European Union - 27 countries (from 2020)"
2842,Albania,AL,5,2019,"Less than 14 years",Females,"European Union - 27 countries (from 2020)"
2843,Albania,AL,5,2014,"Less than 14 years",Females,"European Union - 28 countries (2013-2020)"
2844,Albania,AL,10,2015,"Less than 14 years",Females,"European Union - 28 countries (2013-2020)"
2845,Albania,AL,5,2016,"Less than 14 years",Females,"European Union - 28 countries (2013-2020)"
2846,Albania,AL,5,2017,"Less than 14 years",Females,"European Union - 28 countries (2013-2020)"
2847,Albania,AL,5,2019,"Less than 14 years",Females,"European Union - 28 countries (2013-2020)"
2848,Albania,AL,5,2015,"Less than 14 years",Females,Sweden
2849,Albania,AL,5,2014,"Less than 14 years",Females,Total
2850,Albania,AL,10,2015,"Less than 14 years",Females,Total
2851,Albania,AL,5,2016,"Less than 14 years",Females,Total
2852,Albania,AL,5,2017,"Less than 14 years",Females,Total
2853,Albania,AL,5,2019,"Less than 14 years",Females,Total
2854,Albania,AL,5,2017,"Less than 14 years",Females,"United Kingdom"
2855,Albania,AL,5,2009,Total,Males,Austria
2856,Albania,AL,5,2013,Total,Males,Austria
2857,Albania,AL,5,2015,Total,Males,Austria
2858,Albania,AL,5,2016,Total,Males,Austria
2859,Albania,AL,5,2017,Total,Males,Austria
2860,Albania,AL,5,2018,Total,Males,Austria
2861,Albania,AL,5,2008,Total,Males,Belgium
2862,Albania,AL,5,2009,Total,Males,Belgium
2863,Albania,AL,5,2010,Total,Males,Belgium
2864,Albania,AL,20,2011,Total,Males,Belgium
2865,Albania,AL,10,2012,Total,Males,Belgium
2866,Albania,AL,15,2013,Total,Males,Belgium
2867,Albania,AL,20,2014,Total,Males,Belgium
2868,Albania,AL,35,2015,Total,Males,Belgium
2869,Albania,AL,45,2016,Total,Males,Belgium
2870,Albania,AL,50,2017,Total,Males,Belgium
2871,Albania,AL,25,2018,Total,Males,Belgium
2872,Albania,AL,25,2019,Total,Males,Belgium
2873,Albania,AL,10,2012,Total,Males,Switzerland
2874,Albania,AL,5,2014,Total,Males,Switzerland
2875,Albania,AL,10,2015,Total,Males,Switzerland
2876,Albania,AL,15,2016,Total,Males,Switzerland
2877,Albania,AL,10,2017,Total,Males,Switzerland
2878,Albania,AL,5,2018,Total,Males,Switzerland
2879,Albania,AL,5,2012,Total,Males,"Germany (until 1990 former territory of the FRG)"
2880,Albania,AL,10,2013,Total,Males,"Germany (until 1990 former territory of the FRG)"
2881,Albania,AL,30,2014,Total,Males,"Germany (until 1990 former territory of the FRG)"
2882,Albania,AL,230,2015,Total,Males,"Germany (until 1990 former territory of the FRG)"
2883,Albania,AL,100,2016,Total,Males,"Germany (until 1990 former territory of the FRG)"
2884,Albania,AL,50,2017,Total,Males,"Germany (until 1990 former territory of the FRG)"
2885,Albania,AL,35,2018,Total,Males,"Germany (until 1990 former territory of the FRG)"
2886,Albania,AL,40,2019,Total,Males,"Germany (until 1990 former territory of the FRG)"
2887,Albania,AL,5,2016,Total,Males,Denmark
2888,Albania,AL,5,2017,Total,Males,Denmark
2889,Albania,AL,5,2018,Total,Males,Denmark
2890,Albania,AL,5,2009,Total,Males,Greece
2891,Albania,AL,5,2010,Total,Males,Greece
2892,Albania,AL,5,2015,Total,Males,Greece
2893,Albania,AL,5,2017,Total,Males,Greece
2894,Albania,AL,10,2018,Total,Males,Greece
2895,Albania,AL,10,2019,Total,Males,Greece
2896,Albania,AL,25,2008,Total,Males,"European Union - 27 countries (from 2020)"
2897,Albania,AL,35,2009,Total,Males,"European Union - 27 countries (from 2020)"
2898,Albania,AL,20,2010,Total,Males,"European Union - 27 countries (from 2020)"
2899,Albania,AL,30,2011,Total,Males,"European Union - 27 countries (from 2020)"
2900,Albania,AL,65,2012,Total,Males,"European Union - 27 countries (from 2020)"
2901,Albania,AL,75,2013,Total,Males,"European Union - 27 countries (from 2020)"
2902,Albania,AL,160,2014,Total,Males,"European Union - 27 countries (from 2020)"
2903,Albania,AL,530,2015,Total,Males,"European Union - 27 countries (from 2020)"
2904,Albania,AL,320,2016,Total,Males,"European Union - 27 countries (from 2020)"
2905,Albania,AL,245,2017,Total,Males,"European Union - 27 countries (from 2020)"
2906,Albania,AL,170,2018,Total,Males,"European Union - 27 countries (from 2020)"
2907,Albania,AL,125,2019,Total,Males,"European Union - 27 countries (from 2020)"
2908,Albania,AL,95,2008,Total,Males,"European Union - 28 countries (2013-2020)"
2909,Albania,AL,90,2009,Total,Males,"European Union - 28 countries (2013-2020)"
2910,Albania,AL,50,2010,Total,Males,"European Union - 28 countries (2013-2020)"
2911,Albania,AL,145,2011,Total,Males,"European Union - 28 countries (2013-2020)"
2912,Albania,AL,315,2012,Total,Males,"European Union - 28 countries (2013-2020)"
2913,Albania,AL,525,2013,Total,Males,"European Union - 28 countries (2013-2020)"
2914,Albania,AL,750,2014,Total,Males,"European Union - 28 countries (2013-2020)"
2915,Albania,AL,970,2015,Total,Males,"European Union - 28 countries (2013-2020)"
2916,Albania,AL,695,2016,Total,Males,"European Union - 28 countries (2013-2020)"
2917,Albania,AL,470,2017,Total,Males,"European Union - 28 countries (2013-2020)"
2918,Albania,AL,445,2018,Total,Males,"European Union - 28 countries (2013-2020)"
2919,Albania,AL,345,2019,Total,Males,"European Union - 28 countries (2013-2020)"
2920,Albania,AL,5,2015,Total,Males,Finland
2921,Albania,AL,5,2008,Total,Males,France
2922,Albania,AL,5,2009,Total,Males,France
2923,Albania,AL,5,2010,Total,Males,France
2924,Albania,AL,10,2013,Total,Males,France
2925,Albania,AL,5,2014,Total,Males,France
2926,Albania,AL,5,2015,Total,Males,France
2927,Albania,AL,10,2016,Total,Males,France
2928,Albania,AL,10,2017,Total,Males,France
2929,Albania,AL,5,2018,Total,Males,France
2930,Albania,AL,5,2009,Total,Males,Hungary
2931,Albania,AL,10,2014,Total,Males,Ireland
2932,Albania,AL,10,2015,Total,Males,Ireland
2933,Albania,AL,5,2016,Total,Males,Ireland
2934,Albania,AL,10,2017,Total,Males,Ireland
2935,Albania,AL,5,2018,Total,Males,Ireland
2936,Albania,AL,15,2019,Total,Males,Ireland
2937,Albania,AL,5,2017,Total,Males,Iceland
2938,Albania,AL,5,2013,Total,Males,Italy
2939,Albania,AL,5,2016,Total,Males,Italy
2940,Albania,AL,5,2017,Total,Males,Italy
2941,Albania,AL,10,2018,Total,Males,Italy
2942,Albania,AL,10,2019,Total,Males,Italy
2943,Albania,AL,5,2013,Total,Males,Luxembourg
2944,Albania,AL,5,2014,Total,Males,Luxembourg
2945,Albania,AL,15,2015,Total,Males,Luxembourg
2946,Albania,AL,5,2016,Total,Males,Luxembourg
2947,Albania,AL,10,2017,Total,Males,Luxembourg
2948,Albania,AL,5,2018,Total,Males,Luxembourg
2949,Albania,AL,5,2019,Total,Males,Luxembourg
2950,Albania,AL,5,2014,Total,Males,Netherlands
2951,Albania,AL,20,2015,Total,Males,Netherlands
2952,Albania,AL,35,2016,Total,Males,Netherlands
2953,Albania,AL,30,2017,Total,Males,Netherlands
2954,Albania,AL,30,2018,Total,Males,Netherlands
2955,Albania,AL,10,2019,Total,Males,Netherlands
2956,Albania,AL,5,2011,Total,Males,Norway
2957,Albania,AL,5,2012,Total,Males,Norway
2958,Albania,AL,5,2013,Total,Males,Norway
2959,Albania,AL,10,2014,Total,Males,Norway
2960,Albania,AL,15,2015,Total,Males,Norway
2961,Albania,AL,5,2016,Total,Males,Norway
2962,Albania,AL,5,2018,Total,Males,Norway
2963,Albania,AL,5,2019,Total,Males,Norway
2964,Albania,AL,5,2008,Total,Males,Sweden
2965,Albania,AL,5,2011,Total,Males,Sweden
2966,Albania,AL,40,2012,Total,Males,Sweden
2967,Albania,AL,25,2013,Total,Males,Sweden
2968,Albania,AL,80,2014,Total,Males,Sweden
2969,Albania,AL,200,2015,Total,Males,Sweden
2970,Albania,AL,105,2016,Total,Males,Sweden
2971,Albania,AL,70,2017,Total,Males,Sweden
2972,Albania,AL,35,2018,Total,Males,Sweden
2973,Albania,AL,15,2019,Total,Males,Sweden
2974,Albania,AL,5,2008,Total,Males,Slovenia
2975,Albania,AL,5,2009,Total,Males,Slovenia
2976,Albania,AL,5,2010,Total,Males,Slovenia
2977,Albania,AL,95,2008,Total,Males,Total
2978,Albania,AL,90,2009,Total,Males,Total
2979,Albania,AL,50,2010,Total,Males,Total
2980,Albania,AL,145,2011,Total,Males,Total
2981,Albania,AL,315,2012,Total,Males,Total
2982,Albania,AL,525,2013,Total,Males,Total
2983,Albania,AL,750,2014,Total,Males,Total
2984,Albania,AL,970,2015,Total,Males,Total
2985,Albania,AL,720,2016,Total,Males,Total
2986,Albania,AL,485,2017,Total,Males,Total
2987,Albania,AL,460,2018,Total,Males,Total
2988,Albania,AL,350,2019,Total,Males,Total
2989,Albania,AL,70,2008,Total,Males,"United Kingdom"
2990,Albania,AL,55,2009,Total,Males,"United Kingdom"
2991,Albania,AL,30,2010,Total,Males,"United Kingdom"
2992,Albania,AL,115,2011,Total,Males,"United Kingdom"
2993,Albania,AL,250,2012,Total,Males,"United Kingdom"
2994,Albania,AL,450,2013,Total,Males,"United Kingdom"
2995,Albania,AL,590,2014,Total,Males,"United Kingdom"
2996,Albania,AL,445,2015,Total,Males,"United Kingdom"
2997,Albania,AL,375,2016,Total,Males,"United Kingdom"
2998,Albania,AL,230,2017,Total,Males,"United Kingdom"
2999,Albania,AL,280,2018,Total,Males,"United Kingdom"
3000,Albania,AL,215,2019,Total,Males,"United Kingdom"
3001,Albania,AL,5,2008,Unknown,Males,"European Union - 28 countries (2013-2020)"
3002,Albania,AL,15,2009,Unknown,Males,"European Union - 28 countries (2013-2020)"
3003,Albania,AL,5,2010,Unknown,Males,"European Union - 28 countries (2013-2020)"
3004,Albania,AL,5,2011,Unknown,Males,"European Union - 28 countries (2013-2020)"
3005,Albania,AL,10,2012,Unknown,Males,"European Union - 28 countries (2013-2020)"
3006,Albania,AL,10,2013,Unknown,Males,"European Union - 28 countries (2013-2020)"
3007,Albania,AL,5,2014,Unknown,Males,"European Union - 28 countries (2013-2020)"
3008,Albania,AL,5,2015,Unknown,Males,"European Union - 28 countries (2013-2020)"
3009,Albania,AL,5,2016,Unknown,Males,"European Union - 28 countries (2013-2020)"
3010,Albania,AL,5,2008,Unknown,Males,Total
3011,Albania,AL,15,2009,Unknown,Males,Total
3012,Albania,AL,5,2010,Unknown,Males,Total
3013,Albania,AL,5,2011,Unknown,Males,Total
3014,Albania,AL,10,2012,Unknown,Males,Total
3015,Albania,AL,10,2013,Unknown,Males,Total
3016,Albania,AL,5,2014,Unknown,Males,Total
3017,Albania,AL,5,2015,Unknown,Males,Total
3018,Albania,AL,5,2016,Unknown,Males,Total
3019,Albania,AL,5,2008,Unknown,Males,"United Kingdom"
3020,Albania,AL,15,2009,Unknown,Males,"United Kingdom"
3021,Albania,AL,5,2010,Unknown,Males,"United Kingdom"
3022,Albania,AL,5,2011,Unknown,Males,"United Kingdom"
3023,Albania,AL,10,2012,Unknown,Males,"United Kingdom"
3024,Albania,AL,10,2013,Unknown,Males,"United Kingdom"
3025,Albania,AL,5,2014,Unknown,Males,"United Kingdom"
3026,Albania,AL,5,2015,Unknown,Males,"United Kingdom"
3027,Albania,AL,5,2011,"From 14 to 15 years",Males,Belgium
3028,Albania,AL,5,2012,"From 14 to 15 years",Males,Belgium
3029,Albania,AL,5,2013,"From 14 to 15 years",Males,Belgium
3030,Albania,AL,5,2014,"From 14 to 15 years",Males,Belgium
3031,Albania,AL,15,2015,"From 14 to 15 years",Males,Belgium
3032,Albania,AL,15,2016,"From 14 to 15 years",Males,Belgium
3033,Albania,AL,10,2017,"From 14 to 15 years",Males,Belgium
3034,Albania,AL,10,2018,"From 14 to 15 years",Males,Belgium
3035,Albania,AL,10,2019,"From 14 to 15 years",Males,Belgium
3036,Albania,AL,5,2016,"From 14 to 15 years",Males,Switzerland
3037,Albania,AL,5,2017,"From 14 to 15 years",Males,Switzerland
3038,Albania,AL,5,2014,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3039,Albania,AL,25,2015,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3040,Albania,AL,25,2016,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3041,Albania,AL,10,2017,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3042,Albania,AL,10,2018,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3043,Albania,AL,10,2019,"From 14 to 15 years",Males,"Germany (until 1990 former territory of the FRG)"
3044,Albania,AL,10,2009,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3045,Albania,AL,10,2011,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3046,Albania,AL,15,2012,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3047,Albania,AL,15,2013,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3048,Albania,AL,30,2014,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3049,Albania,AL,115,2015,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3050,Albania,AL,90,2016,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3051,Albania,AL,60,2017,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3052,Albania,AL,40,2018,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3053,Albania,AL,30,2019,"From 14 to 15 years",Males,"European Union - 27 countries (from 2020)"
3054,Albania,AL,25,2008,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3055,Albania,AL,20,2009,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3056,Albania,AL,5,2010,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3057,Albania,AL,30,2011,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3058,Albania,AL,65,2012,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3059,Albania,AL,120,2013,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3060,Albania,AL,200,2014,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3061,Albania,AL,225,2015,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3062,Albania,AL,245,2016,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3063,Albania,AL,120,2017,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3064,Albania,AL,135,2018,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3065,Albania,AL,95,2019,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
3066,Albania,AL,5,2016,"From 14 to 15 years",Males,France
3067,Albania,AL,5,2009,"From 14 to 15 years",Males,Hungary
3068,Albania,AL,5,2017,"From 14 to 15 years",Males,Iceland
3069,Albania,AL,5,2018,"From 14 to 15 years",Males,Italy
3070,Albania,AL,5,2019,"From 14 to 15 years",Males,Italy
3071,Albania,AL,5,2015,"From 14 to 15 years",Males,Luxembourg
3072,Albania,AL,5,2017,"From 14 to 15 years",Males,Luxembourg
3073,Albania,AL,5,2015,"From 14 to 15 years",Males,Netherlands
3074,Albania,AL,10,2016,"From 14 to 15 years",Males,Netherlands
3075,Albania,AL,5,2018,"From 14 to 15 years",Males,Netherlands
3076,Albania,AL,5,2016,"From 14 to 15 years",Males,Norway
3077,Albania,AL,5,2011,"From 14 to 15 years",Males,Sweden
3078,Albania,AL,10,2012,"From 14 to 15 years",Males,Sweden
3079,Albania,AL,5,2013,"From 14 to 15 years",Males,Sweden
3080,Albania,AL,15,2014,"From 14 to 15 years",Males,Sweden
3081,Albania,AL,65,2015,"From 14 to 15 years",Males,Sweden
3082,Albania,AL,30,2016,"From 14 to 15 years",Males,Sweden
3083,Albania,AL,25,2017,"From 14 to 15 years",Males,Sweden
3084,Albania,AL,10,2018,"From 14 to 15 years",Males,Sweden
3085,Albania,AL,5,2019,"From 14 to 15 years",Males,Sweden
3086,Albania,AL,25,2008,"From 14 to 15 years",Males,Total
3087,Albania,AL,20,2009,"From 14 to 15 years",Males,Total
3088,Albania,AL,5,2010,"From 14 to 15 years",Males,Total
3089,Albania,AL,30,2011,"From 14 to 15 years",Males,Total
3090,Albania,AL,65,2012,"From 14 to 15 years",Males,Total
3091,Albania,AL,120,2013,"From 14 to 15 years",Males,Total
3092,Albania,AL,200,2014,"From 14 to 15 years",Males,Total
3093,Albania,AL,225,2015,"From 14 to 15 years",Males,Total
3094,Albania,AL,250,2016,"From 14 to 15 years",Males,Total
3095,Albania,AL,130,2017,"From 14 to 15 years",Males,Total
3096,Albania,AL,140,2018,"From 14 to 15 years",Males,Total
3097,Albania,AL,95,2019,"From 14 to 15 years",Males,Total
3098,Albania,AL,20,2008,"From 14 to 15 years",Males,"United Kingdom"
3099,Albania,AL,10,2009,"From 14 to 15 years",Males,"United Kingdom"
3100,Albania,AL,5,2010,"From 14 to 15 years",Males,"United Kingdom"
3101,Albania,AL,20,2011,"From 14 to 15 years",Males,"United Kingdom"
3102,Albania,AL,50,2012,"From 14 to 15 years",Males,"United Kingdom"
3103,Albania,AL,110,2013,"From 14 to 15 years",Males,"United Kingdom"
3104,Albania,AL,170,2014,"From 14 to 15 years",Males,"United Kingdom"
3105,Albania,AL,110,2015,"From 14 to 15 years",Males,"United Kingdom"
3106,Albania,AL,155,2016,"From 14 to 15 years",Males,"United Kingdom"
3107,Albania,AL,60,2017,"From 14 to 15 years",Males,"United Kingdom"
3108,Albania,AL,95,2018,"From 14 to 15 years",Males,"United Kingdom"
3109,Albania,AL,65,2019,"From 14 to 15 years",Males,"United Kingdom"
3110,Albania,AL,5,2013,"From 16 to 17 years",Males,Austria
3111,Albania,AL,5,2015,"From 16 to 17 years",Males,Austria
3112,Albania,AL,5,2008,"From 16 to 17 years",Males,Belgium
3113,Albania,AL,5,2009,"From 16 to 17 years",Males,Belgium
3114,Albania,AL,5,2010,"From 16 to 17 years",Males,Belgium
3115,Albania,AL,10,2011,"From 16 to 17 years",Males,Belgium
3116,Albania,AL,10,2012,"From 16 to 17 years",Males,Belgium
3117,Albania,AL,10,2013,"From 16 to 17 years",Males,Belgium
3118,Albania,AL,15,2014,"From 16 to 17 years",Males,Belgium
3119,Albania,AL,20,2015,"From 16 to 17 years",Males,Belgium
3120,Albania,AL,30,2016,"From 16 to 17 years",Males,Belgium
3121,Albania,AL,35,2017,"From 16 to 17 years",Males,Belgium
3122,Albania,AL,15,2018,"From 16 to 17 years",Males,Belgium
3123,Albania,AL,15,2019,"From 16 to 17 years",Males,Belgium
3124,Albania,AL,10,2012,"From 16 to 17 years",Males,Switzerland
3125,Albania,AL,10,2015,"From 16 to 17 years",Males,Switzerland
3126,Albania,AL,10,2016,"From 16 to 17 years",Males,Switzerland
3127,Albania,AL,5,2017,"From 16 to 17 years",Males,Switzerland
3128,Albania,AL,5,2018,"From 16 to 17 years",Males,Switzerland
3129,Albania,AL,10,2013,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3130,Albania,AL,25,2014,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3131,Albania,AL,200,2015,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3132,Albania,AL,75,2016,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3133,Albania,AL,40,2017,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3134,Albania,AL,30,2018,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3135,Albania,AL,30,2019,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
3136,Albania,AL,5,2017,"From 16 to 17 years",Males,Denmark
3137,Albania,AL,5,2018,"From 16 to 17 years",Males,Denmark
3138,Albania,AL,5,2010,"From 16 to 17 years",Males,Greece
3139,Albania,AL,5,2015,"From 16 to 17 years",Males,Greece
3140,Albania,AL,5,2017,"From 16 to 17 years",Males,Greece
3141,Albania,AL,10,2018,"From 16 to 17 years",Males,Greece
3142,Albania,AL,10,2019,"From 16 to 17 years",Males,Greece
3143,Albania,AL,20,2008,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3144,Albania,AL,20,2009,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3145,Albania,AL,20,2010,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3146,Albania,AL,20,2011,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3147,Albania,AL,45,2012,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3148,Albania,AL,60,2013,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3149,Albania,AL,125,2014,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3150,Albania,AL,400,2015,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3151,Albania,AL,220,2016,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3152,Albania,AL,175,2017,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3153,Albania,AL,130,2018,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3154,Albania,AL,95,2019,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
3155,Albania,AL,65,2008,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3156,Albania,AL,50,2009,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3157,Albania,AL,35,2010,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3158,Albania,AL,105,2011,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3159,Albania,AL,230,2012,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3160,Albania,AL,380,2013,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3161,Albania,AL,520,2014,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3162,Albania,AL,715,2015,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3163,Albania,AL,420,2016,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
3164,Albania,AL,335,2017,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
